cart_item_id,cart_id,item_id,quantity
1662,542,212,1
1663,543,345,5
1664,543,426,5
1665,544,52,1
1666,544,201,1
1667,544,355,1
1668,544,196,1
1669,544,311,1
1670,544,188,1
1671,544,324,1
1672,545,359,2
1673,545,38,2
1674,545,24,2
1675,545,49,2
1676,546,210,1
1677,547,386,1
1678,548,84,3
1679,548,196,3
1680,548,218,3
1681,548,321,3
1682,548,31,3
1683,548,201,3
1684,548,343,3
1685,548,360,3
1686,548,432,3
1687,548,342,3
1688,549,28,1
1689,550,413,3
1690,551,42,3
1691,552,54,1
1692,553,424,1
1693,553,28,1
1694,553,36,1
1695,553,366,1
1696,554,496,1
1697,554,46,1
1698,554,252,1
1699,554,426,1
1700,554,38,1
1701,554,47,1
1702,554,433,1
1703,554,209,1
1704,555,169,4
1705,555,367,4
1706,555,379,4
1707,555,333,4
1708,555,29,4
1709,555,421,4
1710,555,375,4
1711,555,329,4
1712,555,170,4
1713,555,371,4
1714,556,19,1
1715,556,191,1
1716,556,23,1
1717,556,27,1
1718,557,253,1
1719,558,415,3
1720,558,243,3
1721,558,88,3
1722,558,118,3
1723,559,253,3
1724,559,348,3
1725,559,248,3
1726,559,397,3
1727,559,127,3
1728,560,196,1
1729,560,195,1
1730,560,178,1
1731,560,160,1
1732,560,104,1
1733,561,201,1
1734,561,482,1
1735,562,361,1
1736,562,180,1
1737,562,122,1
1738,562,216,1
1739,562,237,1
1740,563,475,1
1741,563,455,1
1742,563,225,1
1743,564,192,1
1744,565,357,3
1745,565,418,3
1746,565,38,3
1747,565,462,3
1748,565,368,3
1749,565,28,3
1750,565,320,3
1751,565,380,3
1752,566,445,1
1753,567,36,4
1754,568,365,1
1755,568,370,1
1756,568,473,1
1757,568,140,1
1758,568,376,1
1759,568,431,1
1760,568,43,1
1761,568,56,1
1762,568,427,1
1763,568,375,1
1764,568,188,1
1765,568,328,1
1766,569,452,1
1767,570,352,2
1768,571,31,2
1769,571,197,2
1770,571,452,2
1771,572,157,3
1772,572,166,3
1773,572,478,3
1774,573,339,3
1775,574,189,1
1776,574,248,1
1777,575,28,3
1778,576,188,1
1779,577,141,3
1780,578,463,1
1781,579,380,4
1782,580,426,1
1783,580,386,1
1784,580,428,1
1785,580,317,1
1786,580,354,1
1787,580,373,1
1788,581,379,1
1789,582,431,1
1790,583,347,1
1791,584,22,1
1792,584,367,1
1793,584,436,1
1794,584,183,1
1795,584,27,1
1796,584,31,1
1797,585,195,3
1798,585,351,3
1799,585,168,3
1800,585,430,3
1801,585,247,3
1802,585,454,3
1803,585,387,3
1804,585,348,3
1805,585,340,3
1806,585,84,3
1807,586,318,1
1808,587,349,1
1809,587,328,1
1810,587,118,1
1811,588,19,1
1812,588,321,1
1813,589,210,2
1814,589,383,2
1815,589,47,2
1816,589,43,2
1817,589,37,2
1818,589,32,2
1819,589,191,2
1820,589,321,2
1821,589,346,2
1822,589,455,2
1823,589,41,2
1824,589,40,2
1825,590,26,5
1826,590,451,5
1827,590,344,5
1828,591,445,2
1829,591,169,2
1830,591,342,2
1831,591,452,2
1832,591,458,2
1833,591,189,2
1834,591,164,2
1835,592,41,1
1836,592,354,1
1837,593,448,1
1838,594,196,1
1839,594,362,1
1840,594,36,1
1841,594,163,1
1842,594,374,1
1843,594,53,1
1844,595,18,1
1845,596,363,1
1846,597,456,2
1847,597,253,2
1848,597,31,2
1849,598,247,7
1850,599,331,3
1851,600,34,1
1852,601,454,1
1853,602,32,4
1854,603,462,2
1855,604,23,2
1856,605,349,4
1857,606,339,4
1858,606,343,4
1859,606,341,4
1860,606,348,4
1861,606,341,4
1862,606,164,4
1863,606,392,4
1864,606,498,4
1865,607,375,3
1866,608,148,1
1867,609,484,1
1868,610,25,1
1869,610,351,1
1870,610,388,1
1871,610,371,1
1872,610,370,1
1873,610,215,1
1874,610,49,1
1875,610,189,1
1876,610,247,1
1877,610,146,1
1878,610,150,1
1879,611,174,1
1880,611,151,1
1881,611,250,1
1882,611,156,1
1883,611,170,1
1884,611,500,1
1885,611,148,1
1886,611,481,1
1887,611,329,1
1888,611,32,1
1889,611,397,1
1890,611,260,1
1891,612,340,1
1892,612,331,1
1893,612,248,1
1894,613,418,3
1895,614,448,1
1896,614,248,1
1897,614,388,1
1898,615,268,5
1899,616,164,3
1900,617,219,1
1901,617,446,1
1902,617,314,1
1903,617,307,1
1904,617,419,1
1905,617,56,1
1906,617,345,1
1907,617,310,1
1908,618,393,2
1909,619,19,4
1910,620,204,2
1911,621,367,1
1912,621,453,1
1913,621,386,1
1914,621,171,1
1915,621,336,1
1916,621,366,1
1917,622,410,1
1918,623,443,1
1919,623,367,1
1920,623,45,1
1921,623,388,1
1922,624,404,3
1923,625,164,1
1924,626,347,5
1925,627,400,1
1926,628,25,1
1927,629,165,1
1928,630,264,1
1929,630,445,1
1930,630,389,1
1931,630,415,1
1932,630,168,1
1933,630,216,1
1934,631,396,3
1935,631,16,3
1936,631,365,3
1937,631,324,3
1938,631,216,3
1939,631,455,3
1940,632,449,1
1941,632,18,1
1942,632,198,1
1943,632,166,1
1944,633,381,5
1945,633,390,5
1946,633,200,5
1947,634,262,1
1948,635,82,3
1949,635,213,3
1950,635,360,3
1951,635,387,3
1952,636,366,1
1953,636,391,1
1954,637,28,1
1955,638,443,2
1956,638,371,2
1957,639,250,4
1958,640,169,3
1959,640,381,3
1960,640,359,3
1961,640,370,3
1962,640,196,3
1963,640,386,3
1964,641,375,3
1965,642,356,1
1966,643,418,1
1967,644,429,3
1968,645,191,1
1969,646,34,1
1970,647,164,2
1971,648,333,1
1972,648,461,1
1973,649,420,2
1974,650,421,4
1975,650,44,4
1976,650,39,4
1977,651,360,1
1978,652,377,1
1979,653,372,1
1980,654,352,1
1981,654,418,1
1982,654,352,1
1983,655,187,1
1984,656,164,1
1985,656,252,1
1986,656,377,1
1987,656,341,1
1988,656,250,1
1989,656,254,1
1990,656,346,1
1991,656,358,1
1992,656,342,1
1993,656,418,1
1994,657,247,1
1995,658,345,4
1996,658,368,4
1997,658,349,4
1998,658,337,4
1999,658,382,4
2000,658,192,4
2001,658,342,4
2002,658,250,4
2003,659,391,1
2004,659,374,1
2005,659,374,1
2006,659,188,1
2007,659,344,1
2008,659,383,1
2009,659,380,1
2010,659,341,1
2011,659,250,1
2012,659,368,1
2013,659,374,1
2014,660,337,2
2015,660,345,2
2016,660,340,2
2017,660,343,2
2018,661,247,5
2019,662,187,1
2020,663,163,1
2021,663,346,1
2022,663,424,1
2023,663,47,1
2024,663,21,1
2025,664,427,1
2026,665,372,2
2027,665,333,2
2028,665,363,2
2029,666,361,4
2030,666,56,4
2031,666,434,4
2032,666,448,4
2033,666,432,4
2034,666,54,4
2035,666,353,4
2036,666,391,4
2037,666,351,4
2038,666,450,4
2039,667,446,1
2040,668,448,3
2041,669,255,5
2042,669,31,5
2043,669,331,5
2044,669,343,5
2045,670,212,2
2046,670,372,2
2047,670,253,2
2048,671,407,1
2049,672,308,3
2050,672,54,3
2051,673,425,1
2052,674,190,4
2053,675,387,1
2054,675,383,1
2055,675,333,1
2056,675,326,1
2057,675,52,1
2058,676,198,4
2059,677,428,1
2060,678,354,1
2061,678,196,1
2062,678,326,1
2063,679,456,1
2064,679,348,1
2065,679,187,1
2066,679,18,1
2067,679,455,1
2068,680,321,1
2069,681,352,1
2070,682,164,3
2071,682,255,3
2072,682,254,3
2073,682,50,3
2074,682,445,3
2075,683,431,1
2076,684,372,1
2077,684,36,1
2078,684,196,1
2079,684,198,1
2080,684,341,1
2081,684,169,1
2082,684,307,1
2083,684,372,1
2084,684,187,1
2085,684,163,1
2086,685,325,1
2087,686,376,1
2088,687,350,1
2089,687,354,1
2090,687,337,1
2091,687,356,1
2092,687,191,1
2093,687,357,1
2094,688,382,3
2095,689,442,1
2096,690,253,1
2097,690,347,1
2098,690,361,1
2099,691,84,1
2100,692,33,3
2101,692,313,3
2102,692,369,3
2103,692,48,3
2104,692,377,3
2105,692,458,3
2106,693,455,1
2107,693,341,1
2108,693,357,1
2109,693,334,1
2110,693,383,1
2111,693,381,1
2112,693,450,1
2113,693,43,1
2114,693,26,1
2115,694,362,1
2116,695,326,5
2117,695,356,5
2118,695,418,5
2119,696,444,2
2120,696,209,2
2121,696,387,2
2122,696,418,2
2123,697,317,3
2124,698,426,1
2125,698,333,1
2126,698,446,1
2127,698,165,1
2128,698,447,1
2129,698,199,1
2130,699,319,3
2131,700,325,3
2132,701,314,4
2133,701,305,4
2134,701,103,4
2135,701,309,4
2136,701,193,4
2137,702,207,1
2138,703,282,2
2139,704,321,5
2140,704,93,5
2141,705,354,2
2142,705,374,2
2143,705,381,2
2144,706,344,1
2145,706,348,1
2146,706,192,1
2147,706,165,1
2148,706,188,1
2149,706,356,1
2150,706,349,1
2151,706,333,1
2152,707,170,1
2153,708,383,3
2154,709,314,2
2155,709,166,2
2156,709,371,2
2157,709,217,2
2158,710,382,1
2159,710,248,1
2160,710,367,1
2161,710,420,1
2162,710,420,1
2163,710,370,1
2164,710,386,1
2165,711,343,1
2166,711,362,1
2167,712,363,5
2168,713,444,4
2169,713,418,4
2170,713,333,4
2171,713,164,4
2172,713,365,4
2173,714,334,4
2174,715,382,3
2175,715,351,3
2176,715,253,3
2177,715,339,3
2178,716,348,5
2179,716,365,5
2180,716,342,5
2181,717,386,3
2182,717,367,3
2183,717,347,3
2184,717,332,3
2185,717,362,3
2186,717,374,3
2187,717,419,3
2188,718,332,1
2189,718,361,1
2190,719,165,2
2191,719,249,2
2192,720,389,2
2193,720,365,2
2194,720,345,2
2195,720,379,2
2196,720,345,2
2197,721,196,1
2198,721,170,1
2199,721,362,1
2200,721,360,1
2201,721,343,1
2202,721,362,1
2203,721,164,1
2204,721,442,1
2205,721,442,1
2206,722,382,3
2207,723,353,5
2208,723,189,5
2209,723,393,5
2210,723,251,5
2211,723,198,5
2212,723,365,5
2213,723,444,5
2214,723,365,5
2215,723,341,5
2216,723,370,5
2217,723,341,5
2218,724,442,3
2219,725,190,1
2220,726,377,2
2221,726,356,2
2222,726,382,2
2223,726,382,2
2224,726,166,2
2225,726,444,2
2226,727,387,2
2227,728,323,3
2228,728,43,3
2229,728,419,3
2230,728,327,3
2231,728,102,3
2232,729,192,1
2233,730,219,1
2234,730,497,1
2235,730,340,1
2236,731,366,5
2237,732,413,3
2238,733,402,1
2239,733,258,1
2240,733,264,1
2241,733,331,1
2242,733,481,1
2243,733,182,1
2244,733,381,1
2245,733,256,1
2246,733,38,1
2247,733,176,1
2248,734,400,1
2249,734,253,1
2250,734,269,1
2251,734,369,1
2252,734,291,1
2253,734,500,1
2254,734,459,1
2255,734,187,1
2256,734,405,1
2257,734,499,1
2258,734,438,1
2259,734,459,1
2260,734,414,1
2261,735,291,1
2262,735,86,1
2263,735,166,1
2264,735,415,1
2265,735,462,1
2266,735,408,1
2267,736,416,3
2268,736,183,3
2269,736,207,3
2270,736,256,3
2271,736,235,3
2272,736,442,3
2273,736,355,3
2274,736,3,3
2275,737,264,2
2276,737,40,2
2277,737,107,2
2278,737,100,2
2279,737,44,2
2280,737,34,2
2281,738,435,1
2282,738,393,1
2283,738,35,1
2284,738,165,1
2285,738,270,1
2286,738,392,1
2287,738,379,1
2288,738,350,1
2289,738,453,1
2290,738,43,1
2291,739,168,1
2292,740,353,1
2293,741,29,1
2294,741,47,1
2295,741,379,1
2296,741,459,1
2297,741,386,1
2298,742,360,1
2299,742,210,1
2300,742,36,1
2301,742,442,1
2302,742,373,1
2303,742,270,1
2304,743,269,4
2305,743,462,4
2306,743,444,4
2307,743,103,4
2308,743,450,4
2309,743,383,4
2310,743,316,4
2311,744,337,1
2312,744,365,1
2313,744,332,1
2314,744,150,1
2315,745,419,1
2316,746,151,9
2317,747,353,3
2318,747,445,3
2319,748,422,3
2320,748,210,3
2321,749,393,1
2322,750,358,1
2323,750,196,1
2324,751,383,5
2325,751,348,5
2326,751,362,5
2327,751,359,5
2328,751,351,5
2329,752,376,1
2330,752,338,1
2331,752,354,1
2332,752,387,1
2333,752,340,1
2334,752,384,1
2335,752,443,1
2336,753,443,2
2337,754,356,2
2338,755,353,1
2339,756,248,1
2340,757,387,1
2341,758,359,2
2342,759,367,1
2343,760,375,1
2344,761,351,4
2345,762,341,1
2346,763,379,2
2347,764,46,1
2348,765,153,1
2349,765,313,1
2350,765,315,1
2351,765,389,1
2352,766,496,1
2353,767,346,4
2354,768,163,1
2355,768,268,1
2356,768,307,1
2357,768,349,1
2358,768,388,1
2359,768,401,1
2360,769,163,5
2361,769,394,5
2362,769,442,5
2363,769,254,5
2364,770,55,2
2365,770,208,2
2366,770,341,2
2367,770,342,2
2368,770,139,2
2369,770,456,2
2370,770,331,2
2371,770,324,2
2372,770,455,2
2373,771,392,1
2374,771,363,1
2375,771,333,1
2376,771,331,1
2377,771,370,1
2378,771,354,1
2379,771,383,1
2380,772,253,1
2381,772,192,1
2382,772,375,1
2383,773,190,1
2384,773,354,1
2385,773,393,1
2386,773,340,1
2387,773,347,1
2388,773,374,1
2389,773,378,1
2390,773,353,1
2391,773,368,1
2392,773,382,1
2393,773,343,1
2394,773,189,1
2395,774,337,1
2396,774,353,1
2397,774,393,1
2398,775,192,3
2399,776,189,1
2400,776,374,1
2401,776,364,1
2402,776,374,1
2403,776,346,1
2404,776,384,1
2405,776,377,1
2406,777,337,1
2407,777,190,1
2408,778,369,4
2409,778,351,4
2410,778,187,4
2411,778,255,4
2412,779,393,1
2413,780,374,1
2414,781,188,3
2415,781,332,3
2416,781,345,3
2417,781,253,3
2418,781,253,3
2419,782,370,3
2420,782,355,3
2421,782,255,3
2422,782,442,3
2423,782,367,3
2424,782,443,3
2425,782,368,3
2426,783,369,5
2427,784,47,3
2428,785,255,1
2429,785,455,1
2430,786,57,1
2431,787,350,1
2432,787,32,1
2433,787,460,1
2434,787,340,1
2435,787,451,1
2436,787,191,1
2437,787,389,1
2438,787,341,1
2439,788,370,4
2440,789,370,1
2441,790,21,5
2442,790,447,5
2443,790,43,5
2444,790,53,5
2445,790,374,5
2446,790,52,5
2447,790,370,5
2448,791,375,1
2449,792,218,5
2450,792,384,5
2451,792,456,5
2452,792,442,5
2453,792,382,5
2454,793,408,1
2455,794,406,2
2456,795,335,1
2457,796,340,1
2458,796,435,1
2459,796,40,1
2460,796,202,1
2461,796,454,1
2462,797,25,3
2463,797,409,3
2464,798,360,5
2465,799,266,3
2466,800,345,2
2467,801,105,1
2468,802,215,1
2469,803,417,1
2470,803,376,1
2471,803,203,1
2472,804,109,4
2473,804,170,4
2474,804,169,4
2475,804,426,4
2476,804,148,4
2477,805,55,3
2478,805,365,3
2479,805,198,3
2480,805,480,3
2481,805,267,3
2482,805,323,3
2483,805,326,3
2484,805,100,3
2485,805,315,3
2486,805,20,3
2487,805,360,3
2488,806,360,1
2489,807,98,2
2490,808,311,3
2491,808,430,3
2492,808,45,3
2493,808,390,3
2494,808,165,3
2495,808,455,3
2496,808,147,3
2497,808,328,3
2498,808,343,3
2499,809,201,2
2500,810,55,6
2501,811,461,1
2502,812,407,2
2503,812,251,2
2504,812,37,2
2505,812,208,2
2506,813,232,1
2507,813,217,1
2508,814,180,1
2509,815,117,1
2510,816,29,3
2511,816,311,3
2512,817,355,1
2513,817,341,1
2514,818,205,1
2515,819,496,1
2516,820,35,1
2517,821,314,1
2518,821,188,1
2519,821,460,1
2520,821,345,1
2521,821,321,1
2522,822,83,1
2523,823,443,1
2524,823,262,1
2525,824,83,1
2526,824,343,1
2527,824,167,1
2528,825,190,1
2529,826,340,6
2530,826,382,6
2531,826,371,6
2532,826,343,6
2533,826,362,6
2534,826,383,6
2535,826,419,6
2536,826,196,6
2537,826,365,6
2538,826,166,6
2539,826,348,6
2540,826,393,6
2541,826,331,6
2542,827,165,1
2543,827,170,1
2544,827,252,1
2545,827,192,1
2546,827,346,1
2547,827,334,1
2548,827,376,1
2549,827,348,1
2550,827,369,1
2551,827,170,1
2552,828,360,1
2553,829,198,1
2554,830,348,1
2555,831,168,1
2556,831,335,1
2557,832,444,1
2558,833,168,1
2559,833,366,1
2560,833,370,1
2561,834,192,3
2562,834,459,3
2563,834,376,3
2564,834,453,3
2565,835,409,2
2566,836,168,1
2567,837,413,1
2568,838,86,2
2569,839,443,1
2570,839,399,1
2571,839,410,1
2572,839,40,1
2573,839,113,1
2574,840,40,1
2575,841,388,5
2576,841,428,5
2577,841,198,5
2578,841,26,5
2579,841,166,5
2580,841,376,5
2581,842,357,1
2582,842,369,1
2583,842,444,1
2584,843,374,1
2585,844,357,1
2586,845,57,1
2587,846,379,5
2588,847,319,1
2589,848,330,1
2590,848,338,1
2591,848,393,1
2592,849,198,1
2593,850,462,1
2594,851,451,3
2595,852,379,1
2596,852,380,1
2597,852,52,1
2598,852,44,1
2599,853,437,1
2600,854,327,1
2601,855,310,2
2602,856,385,4
2603,857,355,1
2604,857,45,1
2605,857,165,1
2606,857,34,1
2607,857,49,1
2608,857,420,1
2609,857,209,1
2610,857,373,1
2611,857,355,1
2612,858,447,1
2613,859,334,2
2614,859,448,2
2615,859,24,2
2616,859,47,2
2617,859,387,2
2618,860,37,6
2619,860,251,6
2620,860,164,6
2621,861,364,6
2622,861,334,6
2623,861,386,6
2624,861,443,6
2625,861,356,6
2626,862,187,5
2627,863,197,1
2628,864,342,1
2629,864,334,1
2630,864,391,1
2631,864,163,1
2632,864,188,1
2633,864,388,1
2634,864,166,1
2635,864,374,1
2636,864,254,1
2637,864,353,1
2638,864,189,1
2639,864,443,1
2640,865,444,1
2641,866,374,1
2642,867,247,1
2643,867,254,1
2644,867,378,1
2645,867,343,1
2646,868,380,1
2647,868,345,1
2648,868,350,1
2649,868,340,1
2650,869,360,3
2651,870,393,4
2652,871,319,5
2653,872,351,1
2654,873,54,2
2655,873,198,2
2656,873,249,2
2657,874,452,1
2658,874,455,1
2659,874,385,1
2660,874,459,1
2661,874,192,1
2662,874,333,1
2663,874,44,1
2664,874,30,1
2665,875,380,3
2666,875,358,3
2667,876,333,1
2668,877,450,2
2669,877,51,2
2670,877,497,2
2671,878,355,3
2672,878,351,3
2673,878,461,3
2674,878,497,3
2675,878,448,3
2676,879,364,2
2677,880,449,1
2678,881,419,5
2679,881,444,5
2680,881,336,5
2681,881,342,5
2682,881,442,5
2683,881,208,5
2684,881,166,5
2685,882,371,2
2686,883,334,3
2687,884,167,1
2688,884,313,1
2689,884,411,1
2690,884,374,1
2691,885,443,2
2692,885,250,2
2693,885,369,2
2694,885,348,2
2695,885,372,2
2696,885,418,2
2697,885,392,2
2698,885,375,2
2699,886,390,1
2700,887,357,2
2701,888,361,2
2702,888,356,2
2703,888,163,2
2704,888,384,2
2705,888,369,2
2706,888,332,2
2707,888,387,2
2708,889,354,4
2709,890,197,1
2710,890,475,1
2711,890,364,1
2712,890,204,1
2713,890,212,1
2714,890,109,1
2715,890,276,1
2716,890,73,1
2717,891,275,4
2718,892,141,5
2719,892,397,5
2720,892,188,5
2721,892,441,5
2722,892,86,5
2723,893,389,1
2724,894,375,1
2725,895,331,1
2726,895,171,1
2727,895,248,1
2728,895,359,1
2729,895,386,1
2730,895,342,1
2731,895,354,1
2732,895,189,1
2733,895,382,1
2734,895,443,1
2735,895,358,1
2736,895,381,1
2737,895,188,1
2738,895,254,1
2739,896,346,1
2740,896,247,1
2741,896,367,1
2742,897,345,1
2743,897,419,1
2744,897,368,1
2745,897,375,1
2746,897,362,1
2747,897,355,1
2748,897,350,1
2749,897,169,1
2750,897,188,1
2751,898,189,3
2752,898,346,3
2753,898,354,3
2754,898,340,3
2755,898,349,3
2756,898,356,3
2757,899,392,1
2758,900,116,3
2759,901,305,5
2760,902,348,4
2761,903,367,1
2762,903,313,1
2763,904,407,1
2764,905,340,1
2765,906,292,1
2766,907,118,1
2767,908,412,1
2768,908,145,1
2769,908,86,1
2770,909,476,7
2771,910,22,1
2772,911,320,1
2773,911,393,1
2774,911,390,1
2775,912,187,1
2776,913,462,1
2777,914,260,1
2778,914,332,1
2779,915,231,4
2780,915,363,4
2781,915,23,4
2782,915,325,4
2783,915,480,4
2784,915,364,4
2785,915,316,4
2786,915,162,4
2787,915,371,4
2788,915,355,4
2789,915,47,4
2790,915,406,4
2791,916,485,1
2792,917,229,1
2793,918,54,1
2794,918,376,1
2795,918,54,1
2796,918,171,1
2797,918,45,1
2798,918,200,1
2799,918,350,1
2800,918,245,1
2801,919,327,1
2802,920,449,1
2803,920,371,1
2804,920,269,1
2805,920,34,1
2806,921,320,2
2807,921,45,2
2808,921,389,2
2809,921,48,2
2810,921,451,2
2811,921,27,2
2812,921,337,2
2813,921,313,2
2814,921,374,2
2815,921,386,2
2816,921,356,2
2817,921,368,2
2818,921,247,2
2819,921,44,2
2820,922,30,1
2821,923,391,1
2822,924,390,1
2823,924,459,1
2824,925,348,1
2825,926,251,2
2826,927,337,4
2827,927,381,4
2828,927,359,4
2829,928,372,3
2830,929,366,1
2831,930,360,6
2832,930,337,6
2833,930,347,6
2834,930,384,6
2835,930,384,6
2836,930,357,6
2837,930,368,6
2838,931,295,1
2839,932,123,1
2840,932,367,1
2841,932,387,1
2842,932,339,1
2843,932,266,1
2844,932,348,1
2845,932,29,1
2846,932,463,1
2847,933,294,5
2848,934,392,6
2849,935,175,1
2850,936,84,1
2851,937,393,8
2852,937,24,8
2853,937,30,8
2854,937,264,8
2855,937,424,8
2856,937,311,8
2857,938,365,1
2858,939,170,1
2859,940,454,1
2860,941,420,4
2861,941,377,4
2862,941,279,4
2863,941,171,4
2864,941,134,4
2865,942,18,1
2866,942,190,1
2867,942,141,1
2868,943,315,1
2869,944,111,5
2870,945,220,1
2871,945,481,1
2872,945,68,1
2873,945,302,1
2874,945,249,1
2875,945,482,1
2876,945,496,1
2877,945,323,1
2878,945,410,1
2879,945,392,1
2880,946,487,1
2881,946,94,1
2882,946,429,1
2883,946,269,1
2884,947,458,2
2885,948,319,8
2886,949,370,5
2887,950,360,1
2888,950,359,1
2889,950,380,1
2890,950,366,1
2891,951,371,5
2892,951,334,5
2893,951,370,5
2894,951,375,5
2895,952,367,2
2896,952,364,2
2897,952,352,2
2898,952,341,2
2899,952,355,2
2900,952,353,2
2901,952,369,2
2902,953,350,1
2903,953,375,1
2904,954,41,5
2905,954,268,5
2906,954,393,5
2907,954,200,5
2908,955,342,1
2909,956,158,1
2910,957,463,2
2911,958,407,1
2912,959,88,1
2913,960,340,1
2914,960,347,1
2915,960,134,1
2916,960,347,1
2917,960,137,1
2918,960,245,1
2919,960,109,1
2920,961,296,1
2921,962,343,7
2922,963,131,1
2923,963,473,1
2924,963,43,1
2925,963,40,1
2926,964,403,1
2927,965,114,1
2928,965,181,1
2929,965,394,1
2930,965,210,1
2931,965,331,1
2932,965,445,1
2933,966,188,1
2934,967,416,4
2935,968,195,1
2936,968,165,1
2937,968,417,1
2938,968,472,1
2939,968,268,1
2940,968,263,1
2941,969,196,4
2942,970,345,1
2943,971,358,1
2944,972,348,1
2945,973,444,6
2946,974,334,2
2947,975,333,1
2948,976,442,1
2949,977,355,5
2950,978,190,3
2951,978,331,3
2952,978,255,3
2953,978,367,3
2954,978,384,3
2955,978,191,3
2956,979,188,3
2957,979,253,3
2958,979,190,3
2959,979,357,3
2960,979,443,3
2961,979,376,3
2962,979,248,3
2963,979,382,3
2964,979,378,3
2965,979,249,3
2966,979,251,3
2967,980,253,1
2968,981,352,1
2969,982,367,1
2970,982,392,1
2971,982,188,1
2972,982,371,1
2973,982,375,1
2974,983,366,1
2975,983,384,1
2976,983,346,1
2977,983,365,1
2978,984,256,1
2979,985,382,2
2980,986,225,1
2981,987,394,1
2982,988,369,3
2983,989,372,1
2984,990,378,1
2985,990,30,1
2986,991,222,2
2987,991,324,2
2988,991,487,2
2989,992,45,4
2990,992,359,4
2991,992,183,4
2992,992,150,4
2993,992,271,4
2994,992,218,4
2995,992,111,4
2996,993,122,1
2997,993,57,1
2998,994,22,1
2999,994,194,1
3000,994,25,1
3001,994,49,1
3002,994,51,1
3003,995,383,1
3004,995,44,1
3005,995,375,1
3006,996,371,1
3007,997,345,1
3008,998,353,1
3009,998,376,1
3010,998,366,1
3011,998,363,1
3012,998,336,1
3013,998,369,1
3014,999,393,3
3015,999,366,3
3016,999,335,3
3017,999,374,3
3018,999,392,3
3019,999,249,3
3020,999,187,3
3021,1000,383,1
3022,1001,247,4
3023,1001,342,4
3024,1001,187,4
3025,1001,392,4
3026,1001,359,4
3027,1001,356,4
3028,1001,444,4
3029,1001,357,4
3030,1002,352,2
3031,1003,363,2
3032,1003,191,2
3033,1003,363,2
3034,1003,189,2
3035,1003,362,2
3036,1003,377,2
3037,1003,254,2
3038,1003,378,2
3039,1003,376,2
3040,1003,346,2
3041,1003,332,2
3042,1003,339,2
3043,1003,338,2
3044,1004,391,3
3045,1005,248,1
3046,1005,189,1
3047,1005,377,1
3048,1005,362,1
3049,1005,376,1
3050,1005,347,1
3051,1006,392,1
3052,1006,346,1
3053,1007,254,1
3054,1008,371,1
3055,1008,376,1
3056,1009,331,2
3057,1010,358,3
3058,1010,332,3
3059,1010,373,3
3060,1011,384,3
3061,1011,384,3
3062,1011,335,3
3063,1011,379,3
3064,1011,331,3
3065,1011,366,3
3066,1011,352,3
3067,1012,372,1
3068,1013,379,1
3069,1013,337,1
3070,1014,333,3
3071,1014,392,3
3072,1014,380,3
3073,1014,187,3
3074,1015,342,1
3075,1016,343,1
3076,1016,370,1
3077,1016,375,1
3078,1016,391,1
3079,1016,377,1
3080,1016,349,1
3081,1016,371,1
3082,1016,253,1
3083,1017,358,1
3084,1018,333,6
3085,1018,338,6
3086,1019,373,1
3087,1020,391,1
3088,1020,380,1
3089,1020,383,1
3090,1020,364,1
3091,1021,362,4
3092,1022,366,1
3093,1023,383,1
3094,1024,37,1
3095,1025,46,5
3096,1025,356,5
3097,1026,405,1
3098,1027,188,2
3099,1028,312,1
3100,1029,391,1
3101,1029,352,1
3102,1029,380,1
3103,1030,376,2
3104,1031,380,1
3105,1032,332,4
3106,1033,349,1
3107,1034,117,1
3108,1035,17,1
3109,1035,25,1
3110,1035,251,1
3111,1035,120,1
3112,1035,266,1
3113,1035,312,1
3114,1035,450,1
3115,1035,255,1
3116,1035,401,1
3117,1035,97,1
3118,1035,360,1
3119,1035,373,1
3120,1036,441,1
3121,1037,94,4
3122,1037,354,4
3123,1037,381,4
3124,1037,347,4
3125,1037,108,4
3126,1037,256,4
3127,1038,168,2
3128,1039,352,7
3129,1040,49,4
3130,1040,259,4
3131,1040,367,4
3132,1040,367,4
3133,1041,354,2
3134,1041,324,2
3135,1041,16,2
3136,1041,196,2
3137,1041,29,2
3138,1041,423,2
3139,1041,21,2
3140,1042,377,1
3141,1043,209,4
3142,1044,495,1
3143,1044,170,1
3144,1044,307,1
3145,1045,41,5
3146,1045,32,5
3147,1045,15,5
3148,1045,62,5
3149,1045,155,5
3150,1045,284,5
3151,1045,209,5
3152,1046,442,1
3153,1047,215,3
3154,1048,474,1
3155,1049,101,1
3156,1050,356,1
3157,1051,427,1
3158,1052,335,4
3159,1053,256,1
3160,1054,347,1
3161,1054,381,1
3162,1054,350,1
3163,1054,209,1
3164,1055,356,1
3165,1056,29,2
3166,1057,337,4
3167,1058,362,1
3168,1058,249,1
3169,1058,342,1
3170,1058,255,1
3171,1058,334,1
3172,1058,367,1
3173,1058,341,1
3174,1058,341,1
3175,1058,341,1
3176,1058,361,1
3177,1058,364,1
3178,1058,368,1
3179,1058,189,1
3180,1058,381,1
3181,1059,348,3
3182,1059,364,3
3183,1060,364,1
3184,1060,370,1
3185,1060,341,1
3186,1060,393,1
3187,1060,367,1
3188,1060,247,1
3189,1060,361,1
3190,1061,376,3
3191,1061,369,3
3192,1061,377,3
3193,1061,187,3
3194,1061,364,3
